category,datetime,headline,id,image,related,source,summary,url
crypto,1741863902,"Turkey tightens crypto regulations with new rules for exchanges, investors",7461415,https://static2.finnhub.io/file/publicdatany/hmpimage/cointelegraph.webp,,Cointelegraph,"Turkey is advancing its cryptocurrency regulations with new rules for crypto asset service providers (CASPs).On March 13, the Capital Markets Board (CMB) of Türkiye published two regulatory documents related to the licensing and operations of CASPs, including crypto exchanges, custodians and wallet service providers.The framework grants the CMB full oversight of crypto platforms, ensuring compliance with national and international standards.It also sets standards and requirements for establishing and providing crypto asset services in Turkey, such as establishment capital, history of executives, shareholder rules and others.Stricter requirements for CASPsUnder the framework, CASPs will be required to invest in compliance infrastructure and may face challenges adapting to the new regulatory environment. CASPs will also have to adhere to stringent reporting requirements, providing the CMB with timely and accurate information about their operations.According to the document, Turkey’s new crypto regulations align with global standards and follow regulatory approaches set by Europe’s Markets in Crypto-Assets Regulation (MiCA) and the US Securities and Exchange Commission.The regulations also target stricter trading requirements for Turkish investors, introduce potential stablecoin restrictions and address the decentralized finance (DeFi) market in Turkey.This is a developing story, and further information will be added as it becomes available.Magazine: How crypto laws are changing across the world in 2025",https://cointelegraph.com/news/turkey-regulator-cmb-two-docs-crypto-regulation?utm_source=rss_feed&utm_medium=rss%3Ft%3D1741864896444&utm_campaign=rss_partner_inbound
crypto,1741860894,Lawyer Requests Interpol Red Notice for Libra Founder Hayden Davis: Report,7461535,https://cdn.sanity.io/images/s3y3vcno/production/f382e9c1d4d155326d5fc8adea1ecaa6390a61b7-2400x1600.jpg?auto=format,,CoinDesk,Argentina flag. (Unsplash),https://www.coindesk.com/policy/2025/03/13/lawyer-requests-interpol-red-notice-for-libra-founder-hayden-davis-report
crypto,1741860821,"USDC, USDt stablecoins are ‘store of value’ in Latin America — Bitso",7461604,https://static2.finnhub.io/file/publicdatany/hmpimage/cointelegraph.webp,,Cointelegraph,"Stablecoin adoption in Latin America is increasing as more users turn to Circle’s USDC and Tether’s USDT for financial stability, according to a new report from cryptocurrency exchange Bitso.The USDC (USDC) and USDt (USDT) stablecoins have become a “store of value” in Latin America, accounting for 39% of total purchases on Bitso in 2024, the firm said in its third edition of the Latin America Crypto Landscape report issued on March 12.The report highlighted a significant increase in stablecoin adoption on the platform, with total stablecoin purchases surging 9% from 2023.“In Latin America, challenging macroeconomic conditions, characterized by high inflation and currency devaluations, drove increased cryptocurrency adoption — particularly stablecoins — as a reliable store of value,” Bitso stated in the report.USDC leads the race, Bitcoin followsWhile stablecoin purchases surged, Bitcoin (BTC) saw a notable decline in trading volume on Bitso in 2024, with its share dropping to 22% from 38% in the second half of 2023.According to Bitso, the decline in BTC purchases in Latin America indicates the growing trend of the hodl strategy, which implies buying and holding the cryptocurrency to profit from its long-term value appreciation.The drop in BTC purchases aligned with the bull market of 2024, with Bitcoin rallying past $100,000 for the first time in history in December.Top 10 purchased crypto assets on Bitso by share in 2024. Source: BitsoAs Bitso users held off on Bitcoin purchases in 2024, buying activity switched to stablecoins like USDC and USDT, with the former leading the race at 24%.Related: Brazil fintech unicorn Meliuz adopts Bitcoin treasury strategyUSDT purchases accounted for 15% of total cryptocurrencies acquired on Bitso in 2024.Argentina is the top USDt market with a 50% shareA more detailed analysis of geographical preferences among Latin American countries showed a massive trend for USDT use in Argentina, which is known for its high stablecoin adoption due to inflation rates surpassing 100%.According to the report, Bitso users in Argentina mostly favored purchases of USDT and USDC in 2024, accounting for 50% and 22% of all crypto purchases in the country, respectively.Top 10 purchased crypto assets on Bitso in Argentina, Brazil, Colombia and Mexico. Source: BitsoOn the other hand, the share of Bitcoin purchases in Argentina accounted for just 8% of crypto purchases last year on Bitso, the lowest share among other analyzed countries.Brazilian and Mexican Bitso users still continued to favor Bitcoin as the most purchased crypto asset last year, with the BTC buying percentages accounting for 22% and 25%, respectively.Magazine: Crypto fans are obsessed with longevity and biohacking: Here’s why",https://cointelegraph.com/news/usdc-usdt-stablecoin-store-of-value-latin-america-bitso?utm_source=rss_feed&utm_medium=rss%3Ft%3D1741872240143&utm_campaign=rss_partner_inbound
crypto,1741860821,"USDC, USDt stablecoins are ‘store of value’ in Latin America — Bitso",7461558,https://static2.finnhub.io/file/publicdatany/hmpimage/cointelegraph.webp,,Cointelegraph,"Stablecoin adoption in Latin America is increasing as more users turn to Circle’s USDC and Tether’s USDT for financial stability, according to a new report from cryptocurrency exchange Bitso.The USDC (USDC) and USDt (USDT) stablecoins have become a “store of value” in Latin America, accounting for 39% of total purchases on Bitso in 2024, the firm said in its third edition of the Latin America Crypto Landscape report issued on March 12.The report highlighted a significant increase in stablecoin adoption on the platform, with total stablecoin purchases surging 9% from 2023.“In Latin America, challenging macroeconomic conditions, characterized by high inflation and currency devaluations, drove increased cryptocurrency adoption — particularly stablecoins — as a reliable store of value,” Bitso stated in the report.USDC leads the race, Bitcoin followsWhile stablecoin purchases surged, Bitcoin (BTC) saw a notable decline in trading volume on Bitso in 2024, with its share dropping to 22% from 38% in the second half of 2023.According to Bitso, the decline in BTC purchases in Latin America indicates the growing trend of the hodl strategy, which implies buying and holding the cryptocurrency to profit from its long-term value appreciation.The drop in BTC purchases aligned with the bull market of 2024, with Bitcoin rallying past $100,000 for the first time in history in December.Top 10 purchased crypto assets on Bitso by share in 2024. Source: BitsoAs Bitso users held off on Bitcoin purchases in 2024, buying activity switched to stablecoins like USDC and USDT, with the former leading the race at 24%.Related: Brazil fintech unicorn Meliuz adopts Bitcoin treasury strategyUSDT purchases accounted for 15% of total cryptocurrencies acquired on Bitso in 2024.Argentina is the top USDt market with a 50% shareA more detailed analysis of geographical preferences among Latin American countries showed a massive trend for USDT use in Argentina, which is known for its high stablecoin adoption due to inflation rates surpassing 100%.According to the report, Bitso users in Argentina mostly favored purchases of USDT and USDC in 2024, accounting for 50% and 22% of all crypto purchases in the country, respectively.Top 10 purchased crypto assets on Bitso in Argentina, Brazil, Colombia and Mexico. Source: BitsoOn the other hand, the share of Bitcoin purchases in Argentina accounted for just 8% of crypto purchases last year on Bitso, the lowest share among other analyzed countries.Brazilian and Mexican Bitso users still continued to favor Bitcoin as the most purchased crypto asset last year, with the BTC buying percentages accounting for 22% and 25%, respectively.Magazine: Crypto fans are obsessed with longevity and biohacking: Here’s why",https://cointelegraph.com/news/usdc-usdt-stablecoin-store-of-value-latin-america-bitso?utm_source=rss_feed&utm_medium=rss%3Ft%3D1741870057471&utm_campaign=rss_partner_inbound
crypto,1741860821,"USDC, USDt stablecoins are ‘store of value’ in Latin America — Bitso",7461495,https://static2.finnhub.io/file/publicdatany/hmpimage/cointelegraph.webp,,Cointelegraph,"Stablecoin adoption in Latin America is increasing as more users turn to Circle’s USDC and Tether’s USDT for financial stability, according to a new report from cryptocurrency exchange Bitso.The USDC (USDC) and USDt (USDT) stablecoins have become a “store of value” in Latin America, accounting for 39% of total purchases on Bitso in 2024, the firm said in its third edition of the Latin America Crypto Landscape report issued on March 12.The report highlighted a significant increase in stablecoin adoption on the platform, with total stablecoin purchases surging 9% from 2023.“In Latin America, challenging macroeconomic conditions, characterized by high inflation and currency devaluations, drove increased cryptocurrency adoption — particularly stablecoins — as a reliable store of value,” Bitso stated in the report.USDC leads the race, Bitcoin followsWhile stablecoin purchases surged, Bitcoin (BTC) saw a notable decline in trading volume on Bitso in 2024, with its share dropping to 22% from 38% in the second half of 2023.According to Bitso, the decline in BTC purchases in Latin America indicates the growing trend of the hodl strategy, which implies buying and holding the cryptocurrency to profit from its long-term value appreciation.The drop in BTC purchases aligned with the bull market of 2024, with Bitcoin rallying past $100,000 for the first time in history in December.Top 10 purchased crypto assets on Bitso by share in 2024. Source: BitsoAs Bitso users held off on Bitcoin purchases in 2024, buying activity switched to stablecoins like USDC and USDT, with the former leading the race at 24%.Related: Brazil fintech unicorn Meliuz adopts Bitcoin treasury strategyUSDT purchases accounted for 15% of total cryptocurrencies acquired on Bitso in 2024.Argentina is the top USDt market with a 50% shareA more detailed analysis of geographical preferences among Latin American countries showed a massive trend for USDT use in Argentina, which is known for its high stablecoin adoption due to inflation rates surpassing 100%.According to the report, Bitso users in Argentina mostly favored purchases of USDT and USDC in 2024, accounting for 50% and 22% of all crypto purchases in the country, respectively.Top 10 purchased crypto assets on Bitso in Argentina, Brazil, Colombia and Mexico. Source: BitsoOn the other hand, the share of Bitcoin purchases in Argentina accounted for just 8% of crypto purchases last year on Bitso, the lowest share among other analyzed countries.Brazilian and Mexican Bitso users still continued to favor Bitcoin as the most purchased crypto asset last year, with the BTC buying percentages accounting for 22% and 25%, respectively.Magazine: Crypto fans are obsessed with longevity and biohacking: Here’s why",https://cointelegraph.com/news/usdc-usdt-stablecoin-store-of-value-latin-america-bitso?utm_source=rss_feed&utm_medium=rss%3Ft%3D1741866982739&utm_campaign=rss_partner_inbound
crypto,1741860821,"USDC, USDt stablecoins are ‘store of value’ in Latin America — Bitso",7461460,https://static2.finnhub.io/file/publicdatany/hmpimage/cointelegraph.webp,,Cointelegraph,"Stablecoin adoption in Latin America is increasing as more users turn to Circle’s USDC and Tether’s USDT for financial stability, according to a new report from cryptocurrency exchange Bitso.The USDC (USDC) and USDt (USDT) stablecoins have become a “store of value” in Latin America, accounting for 39% of total purchases on Bitso in 2024, the firm said in its third edition of the Latin America Crypto Landscape report issued on March 12.The report highlighted a significant increase in stablecoin adoption on the platform, with total stablecoin purchases surging 9% from 2023.“In Latin America, challenging macroeconomic conditions, characterized by high inflation and currency devaluations, drove increased cryptocurrency adoption — particularly stablecoins — as a reliable store of value,” Bitso stated in the report.USDC leads the race, Bitcoin followsWhile stablecoin purchases surged, Bitcoin (BTC) saw a notable decline in trading volume on Bitso in 2024, with its share dropping to 22% from 38% in the second half of 2023.According to Bitso, the decline in BTC purchases in Latin America indicates the growing trend of the hodl strategy, which implies buying and holding the cryptocurrency to profit from its long-term value appreciation.The drop in BTC purchases aligned with the bull market of 2024, with Bitcoin rallying past $100,000 for the first time in history in December.Top 10 purchased crypto assets on Bitso by share in 2024. Source: BitsoAs Bitso users held off on Bitcoin purchases in 2024, buying activity switched to stablecoins like USDC and USDT, with the former leading the race at 24%.Related: Brazil fintech unicorn Meliuz adopts Bitcoin treasury strategyUSDT purchases accounted for 15% of total cryptocurrencies acquired on Bitso in 2024.Argentina is the top USDt market with a 50% shareA more detailed analysis of geographical preferences among Latin American countries showed a massive trend for USDT use in Argentina, which is known for its high stablecoin adoption due to inflation rates surpassing 100%.According to the report, Bitso users in Argentina mostly favored purchases of USDT and USDC in 2024, accounting for 50% and 22% of all crypto purchases in the country, respectively.Top 10 purchased crypto assets on Bitso in Argentina, Brazil, Colombia and Mexico. Source: BitsoOn the other hand, the share of Bitcoin purchases in Argentina accounted for just 8% of crypto purchases last year on Bitso, the lowest share among other analyzed countries.Brazilian and Mexican Bitso users still continued to favor Bitcoin as the most purchased crypto asset last year, with the BTC buying percentages accounting for 22% and 25%, respectively.Magazine: Crypto fans are obsessed with longevity and biohacking: Here’s why",https://cointelegraph.com/news/usdc-usdt-stablecoin-store-of-value-latin-america-bitso?utm_source=rss_feed&utm_medium=rss%3Ft%3D1741866449189&utm_campaign=rss_partner_inbound
crypto,1741860821,"USDC, USDt stablecoins are ‘store of value’ in Latin America — Bitso",7461416,https://static2.finnhub.io/file/publicdatany/hmpimage/cointelegraph.webp,,Cointelegraph,"Stablecoin adoption in Latin America is increasing as more users turn to Circle’s USDC and Tether’s USDT for financial stability, according to a new report from cryptocurrency exchange Bitso.The USDC (USDC) and USDt (USDT) stablecoins have become a “store of value” in Latin America, accounting for 39% of total purchases on Bitso in 2024, the firm said in its third edition of the Latin America Crypto Landscape report issued on March 12.The report highlighted a significant increase in stablecoin adoption on the platform, with total stablecoin purchases surging 9% from 2023.“In Latin America, challenging macroeconomic conditions, characterized by high inflation and currency devaluations, drove increased cryptocurrency adoption — particularly stablecoins — as a reliable store of value,” Bitso stated in the report.USDC leads the race, Bitcoin followsWhile stablecoin purchases surged, Bitcoin (BTC) saw a notable decline in trading volume on Bitso in 2024, with its share dropping to 22% from 38% in the second half of 2023.According to Bitso, the decline in BTC purchases in Latin America indicates the growing trend of the hodl strategy, which implies buying and holding the cryptocurrency to profit from its long-term value appreciation.The drop in BTC purchases aligned with the bull market of 2024, with Bitcoin rallying past $100,000 for the first time in history in December.Top 10 purchased crypto assets on Bitso by share in 2024. Source: BitsoAs Bitso users held off on Bitcoin purchases in 2024, buying activity switched to stablecoins like USDC and USDT, with the former leading the race at 24%.Related: Brazil fintech unicorn Meliuz adopts Bitcoin treasury strategyUSDT purchases accounted for 15% of total cryptocurrencies acquired on Bitso in 2024.Argentina is the top USDt market with a 50% shareA more detailed analysis of geographical preferences among Latin American countries showed a massive trend for USDT use in Argentina, which is known for its high stablecoin adoption due to inflation rates surpassing 100%.According to the report, Bitso users in Argentina mostly favored purchases of USDT and USDC in 2024, accounting for 50% and 22% of all crypto purchases in the country, respectively.Top 10 purchased crypto assets on Bitso in Argentina, Brazil, Colombia and Mexico. Source: BitsoOn the other hand, the share of Bitcoin purchases in Argentina accounted for just 8% of crypto purchases last year on Bitso, the lowest share among other analyzed countries.Brazilian and Mexican Bitso users still continued to favor Bitcoin as the most purchased crypto asset last year, with the BTC buying percentages accounting for 22% and 25%, respectively.Magazine: Crypto fans are obsessed with longevity and biohacking: Here’s why",https://cointelegraph.com/news/usdc-usdt-stablecoin-store-of-value-latin-america-bitso?utm_source=rss_feed&utm_medium=rss%3Ft%3D1741864896444&utm_campaign=rss_partner_inbound
crypto,1741860821,"USDC, USDt stablecoins are ‘store of value’ in Latin America — Bitso",7461387,https://static2.finnhub.io/file/publicdatany/hmpimage/cointelegraph.webp,,Cointelegraph,"Stablecoin adoption in Latin America is increasing as more users turn to Circle’s USDC and Tether’s USDT for financial stability, according to a new report from cryptocurrency exchange Bitso.The USDC (USDC) and USDt (USDT) stablecoins have become a “store of value” in Latin America, accounting for 39% of total purchases on Bitso in 2024, the firm said in its third edition of the Latin America Crypto Landscape report issued on March 12.The report highlighted a significant increase in stablecoin adoption on the platform, with total stablecoin purchases surging 9% from 2023.“In Latin America, challenging macroeconomic conditions, characterized by high inflation and currency devaluations, drove increased cryptocurrency adoption — particularly stablecoins — as a reliable store of value,” Bitso stated in the report.USDC leads the race, Bitcoin followsWhile stablecoin purchases surged, Bitcoin (BTC) saw a notable decline in trading volume on Bitso in 2024, with its share dropping to 22% from 38% in the second half of 2023.According to Bitso, the decline in BTC purchases in Latin America indicates the growing trend of the hodl strategy, which implies buying and holding the cryptocurrency to profit from its long-term value appreciation.The drop in BTC purchases aligned with the bull market of 2024, with Bitcoin rallying past $100,000 for the first time in history in December.Top 10 purchased crypto assets on Bitso by share in 2024. Source: BitsoAs Bitso users held off on Bitcoin purchases in 2024, buying activity switched to stablecoins like USDC and USDT, with the former leading the race at 24%.Related: Brazil fintech unicorn Meliuz adopts Bitcoin treasury strategyUSDT purchases accounted for 15% of total cryptocurrencies acquired on Bitso in 2024.Argentina is the top USDt market with a 50% shareA more detailed analysis of geographical preferences among Latin American countries showed a massive trend for USDT use in Argentina, which is known for its high stablecoin adoption due to inflation rates surpassing 100%.According to the report, Bitso users in Argentina mostly favored purchases of USDT and USDC in 2024, accounting for 50% and 22% of all crypto purchases in the country, respectively.Top 10 purchased crypto assets on Bitso in Argentina, Brazil, Colombia and Mexico. Source: BitsoOn the other hand, the share of Bitcoin purchases in Argentina accounted for just 8% of crypto purchases last year on Bitso, the lowest share among other analyzed countries.Brazilian and Mexican Bitso users still continued to favor Bitcoin as the most purchased crypto asset last year, with the BTC buying percentages accounting for 22% and 25%, respectively.Magazine: Crypto fans are obsessed with longevity and biohacking: Here’s why",https://cointelegraph.com/news/usdc-usdt-stablecoin-store-of-value-latin-america-bitso?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
crypto,1741859100,Will Bitcoin price reclaim $95K before the end of March?,7461605,https://static2.finnhub.io/file/publicdatany/hmpimage/cointelegraph.webp,,Cointelegraph,"Bitcoin’s price was up 3% after constant drawdowns since the end of January. The top cryptocurrency managed to rebound above $80,000 after a brief decline below the range on March 11. Bitcoin weekly chart. Source: Cointelegraph/TradingViewAfter the US core Consumer Price Index (CPI) came in lower than expected at 3.1% on March 12, Bitcoin's market structure now sees the possibility of a quick bullish turnaround. Bitcoin liquidity clusters at $84K-$85KAfter Bitcoin's (BTC) price tumbled on March 9, it rebounded to test the overhead resistance zone between $84,000 and $85,000 three times, spurring traders to aggressively build short positions in this range.The liquidation heatmap data suggested that more than $300 million in short positions were piled in this price region, which would be liquidated if the price moved above the $85,000 resistance. Bitcoin 1-week liquidation heatmap. Source: CoinGlassWith a lack of downside liquidity below $77,000, the probability of BTC moving toward upside liquidity increased. Moreover, triggering liquidations above $85,000 could fuel further bullish momentum, allowing Bitcoin to form a higher high and turn this level into new support. A CME Bitcoin futures gap from the previous weekend also remained unfilled between $85,000 and $86,000. With a 100% record of six gaps filled in the past four months, this setup further increased the chances of flipping the overhead resistance into support at $85,000. Bitcoin 4-hour chart. Source: Cointelegraph/TradingViewIf this happens, the next major resistance lies at $90,000, which could liquidate over $1.6 billion in short positions for a retest of the $95,000 resistance level above, i.e., a 12% jump from the current price. Related: Bitcoin must secure weekly close above $89K to confirm bottom has passedBitcoin analyst Mark Cullen underlined a similar outlook for Bitcoin but warned that the price continues to move “correctively,” implying further sideways movement before a short squeeze. On the contrary, Valeria, a crypto analyst and funded trader, said that BTC was showing signs of distribution near the $85,000 range, which is short-term bearish. The trader highlighted that the BTC price might thread lower below $80,000 before a bullish breakout occurs.Coinbase, Binance diverge on orderbook trendsSpot traders on Binance have been aggressively selling over the past few days, according to data from Aggr.trade, with selling pressure peaking during the local lows at $76,650. Conversely, Coinbase spot buyers placed bids here, leading to BTC’s rebound above $80,000. Binance, Coinbase orderbooks. Source: Aggr.tradeOn March 12, a similar discrepancy was observed, with Binance spot traders selling near the $85,000 resistance, as Coinbase traders defended the price at $81,000 during the early US trading session, avoiding further downside. Related: Crypto trading volume slumps, signaling market exhaustion: AnalysisWhile Coinbase has led BTC’s rally in the past, an opposing stance between the two leading exchanges might slow BTC’s momentum to move swiftly through the resistance levels. Thus, for Bitcoin to reclaim higher highs at $85,000, $90,000 and $95,000 over the next couple of weeks, spot trading activity between the two major exchanges may need more collective direction.This article does not contain investment advice or recommendations. Every investment and trading move involves risk, and readers should conduct their own research when making a decision.",https://cointelegraph.com/news/will-bitcoin-price-reclaim-95k-before-end-march?utm_source=rss_feed&utm_medium=rss%3Ft%3D1741872240143&utm_campaign=rss_partner_inbound
crypto,1741859100,Will Bitcoin price reclaim $95K before the end of March?,7461559,https://static2.finnhub.io/file/publicdatany/hmpimage/cointelegraph.webp,,Cointelegraph,"Bitcoin’s price was up 3% after constant drawdowns since the end of January. The top cryptocurrency managed to rebound above $80,000 after a brief decline below the range on March 11. Bitcoin weekly chart. Source: Cointelegraph/TradingViewAfter the US core Consumer Price Index (CPI) came in lower than expected at 3.1% on March 12, Bitcoin's market structure now sees the possibility of a quick bullish turnaround. Bitcoin liquidity clusters at $84K-$85KAfter Bitcoin's (BTC) price tumbled on March 9, it rebounded to test the overhead resistance zone between $84,000 and $85,000 three times, spurring traders to aggressively build short positions in this range.The liquidation heatmap data suggested that more than $300 million in short positions were piled in this price region, which would be liquidated if the price moved above the $85,000 resistance. Bitcoin 1-week liquidation heatmap. Source: CoinGlassWith a lack of downside liquidity below $77,000, the probability of BTC moving toward upside liquidity increased. Moreover, triggering liquidations above $85,000 could fuel further bullish momentum, allowing Bitcoin to form a higher high and turn this level into new support. A CME Bitcoin futures gap from the previous weekend also remained unfilled between $85,000 and $86,000. With a 100% record of six gaps filled in the past four months, this setup further increased the chances of flipping the overhead resistance into support at $85,000. Bitcoin 4-hour chart. Source: Cointelegraph/TradingViewIf this happens, the next major resistance lies at $90,000, which could liquidate over $1.6 billion in short positions for a retest of the $95,000 resistance level above, i.e., a 12% jump from the current price. Related: Bitcoin must secure weekly close above $89K to confirm bottom has passedBitcoin analyst Mark Cullen underlined a similar outlook for Bitcoin but warned that the price continues to move “correctively,” implying further sideways movement before a short squeeze. On the contrary, Valeria, a crypto analyst and funded trader, said that BTC was showing signs of distribution near the $85,000 range, which is short-term bearish. The trader highlighted that the BTC price might thread lower below $80,000 before a bullish breakout occurs.Coinbase, Binance diverge on orderbook trendsSpot traders on Binance have been aggressively selling over the past few days, according to data from Aggr.trade, with selling pressure peaking during the local lows at $76,650. Conversely, Coinbase spot buyers placed bids here, leading to BTC’s rebound above $80,000. Binance, Coinbase orderbooks. Source: Aggr.tradeOn March 12, a similar discrepancy was observed, with Binance spot traders selling near the $85,000 resistance, as Coinbase traders defended the price at $81,000 during the early US trading session, avoiding further downside. Related: Crypto trading volume slumps, signaling market exhaustion: AnalysisWhile Coinbase has led BTC’s rally in the past, an opposing stance between the two leading exchanges might slow BTC’s momentum to move swiftly through the resistance levels. Thus, for Bitcoin to reclaim higher highs at $85,000, $90,000 and $95,000 over the next couple of weeks, spot trading activity between the two major exchanges may need more collective direction.This article does not contain investment advice or recommendations. Every investment and trading move involves risk, and readers should conduct their own research when making a decision.",https://cointelegraph.com/news/will-bitcoin-price-reclaim-95k-before-end-march?utm_source=rss_feed&utm_medium=rss%3Ft%3D1741870057471&utm_campaign=rss_partner_inbound
crypto,1741859100,Will Bitcoin price reclaim $95K before the end of March?,7461496,https://static2.finnhub.io/file/publicdatany/hmpimage/cointelegraph.webp,,Cointelegraph,"Bitcoin’s price was up 3% after constant drawdowns since the end of January. The top cryptocurrency managed to rebound above $80,000 after a brief decline below the range on March 11. Bitcoin weekly chart. Source: Cointelegraph/TradingViewAfter the US core Consumer Price Index (CPI) came in lower than expected at 3.1% on March 12, Bitcoin's market structure now sees the possibility of a quick bullish turnaround. Bitcoin liquidity clusters at $84K-$85KAfter Bitcoin's (BTC) price tumbled on March 9, it rebounded to test the overhead resistance zone between $84,000 and $85,000 three times, spurring traders to aggressively build short positions in this range.The liquidation heatmap data suggested that more than $300 million in short positions were piled in this price region, which would be liquidated if the price moved above the $85,000 resistance. Bitcoin 1-week liquidation heatmap. Source: CoinGlassWith a lack of downside liquidity below $77,000, the probability of BTC moving toward upside liquidity increased. Moreover, triggering liquidations above $85,000 could fuel further bullish momentum, allowing Bitcoin to form a higher high and turn this level into new support. A CME Bitcoin futures gap from the previous weekend also remained unfilled between $85,000 and $86,000. With a 100% record of six gaps filled in the past four months, this setup further increased the chances of flipping the overhead resistance into support at $85,000. Bitcoin 4-hour chart. Source: Cointelegraph/TradingViewIf this happens, the next major resistance lies at $90,000, which could liquidate over $1.6 billion in short positions for a retest of the $95,000 resistance level above, i.e., a 12% jump from the current price. Related: Bitcoin must secure weekly close above $89K to confirm bottom has passedBitcoin analyst Mark Cullen underlined a similar outlook for Bitcoin but warned that the price continues to move “correctively,” implying further sideways movement before a short squeeze. On the contrary, Valeria, a crypto analyst and funded trader, said that BTC was showing signs of distribution near the $85,000 range, which is short-term bearish. The trader highlighted that the BTC price might thread lower below $80,000 before a bullish breakout occurs.Coinbase, Binance diverge on orderbook trendsSpot traders on Binance have been aggressively selling over the past few days, according to data from Aggr.trade, with selling pressure peaking during the local lows at $76,650. Conversely, Coinbase spot buyers placed bids here, leading to BTC’s rebound above $80,000. Binance, Coinbase orderbooks. Source: Aggr.tradeOn March 12, a similar discrepancy was observed, with Binance spot traders selling near the $85,000 resistance, as Coinbase traders defended the price at $81,000 during the early US trading session, avoiding further downside. Related: Crypto trading volume slumps, signaling market exhaustion: AnalysisWhile Coinbase has led BTC’s rally in the past, an opposing stance between the two leading exchanges might slow BTC’s momentum to move swiftly through the resistance levels. Thus, for Bitcoin to reclaim higher highs at $85,000, $90,000 and $95,000 over the next couple of weeks, spot trading activity between the two major exchanges may need more collective direction.This article does not contain investment advice or recommendations. Every investment and trading move involves risk, and readers should conduct their own research when making a decision.",https://cointelegraph.com/news/will-bitcoin-price-reclaim-95k-before-end-march?utm_source=rss_feed&utm_medium=rss%3Ft%3D1741866982739&utm_campaign=rss_partner_inbound
crypto,1741859100,Will Bitcoin price reclaim $95K before the end of March?,7461461,https://static2.finnhub.io/file/publicdatany/hmpimage/cointelegraph.webp,,Cointelegraph,"Bitcoin’s price was up 3% after constant drawdowns since the end of January. The top cryptocurrency managed to rebound above $80,000 after a brief decline below the range on March 11. Bitcoin weekly chart. Source: Cointelegraph/TradingViewAfter the US core Consumer Price Index (CPI) came in lower than expected at 3.1% on March 12, Bitcoin's market structure now sees the possibility of a quick bullish turnaround. Bitcoin liquidity clusters at $84K-$85KAfter Bitcoin's (BTC) price tumbled on March 9, it rebounded to test the overhead resistance zone between $84,000 and $85,000 three times, spurring traders to aggressively build short positions in this range.The liquidation heatmap data suggested that more than $300 million in short positions were piled in this price region, which would be liquidated if the price moved above the $85,000 resistance. Bitcoin 1-week liquidation heatmap. Source: CoinGlassWith a lack of downside liquidity below $77,000, the probability of BTC moving toward upside liquidity increased. Moreover, triggering liquidations above $85,000 could fuel further bullish momentum, allowing Bitcoin to form a higher high and turn this level into new support. A CME Bitcoin futures gap from the previous weekend also remained unfilled between $85,000 and $86,000. With a 100% record of six gaps filled in the past four months, this setup further increased the chances of flipping the overhead resistance into support at $85,000. Bitcoin 4-hour chart. Source: Cointelegraph/TradingViewIf this happens, the next major resistance lies at $90,000, which could liquidate over $1.6 billion in short positions for a retest of the $95,000 resistance level above, i.e., a 12% jump from the current price. Related: Bitcoin must secure weekly close above $89K to confirm bottom has passedBitcoin analyst Mark Cullen underlined a similar outlook for Bitcoin but warned that the price continues to move “correctively,” implying further sideways movement before a short squeeze. On the contrary, Valeria, a crypto analyst and funded trader, said that BTC was showing signs of distribution near the $85,000 range, which is short-term bearish. The trader highlighted that the BTC price might thread lower below $80,000 before a bullish breakout occurs.Coinbase, Binance diverge on orderbook trendsSpot traders on Binance have been aggressively selling over the past few days, according to data from Aggr.trade, with selling pressure peaking during the local lows at $76,650. Conversely, Coinbase spot buyers placed bids here, leading to BTC’s rebound above $80,000. Binance, Coinbase orderbooks. Source: Aggr.tradeOn March 12, a similar discrepancy was observed, with Binance spot traders selling near the $85,000 resistance, as Coinbase traders defended the price at $81,000 during the early US trading session, avoiding further downside. Related: Crypto trading volume slumps, signaling market exhaustion: AnalysisWhile Coinbase has led BTC’s rally in the past, an opposing stance between the two leading exchanges might slow BTC’s momentum to move swiftly through the resistance levels. Thus, for Bitcoin to reclaim higher highs at $85,000, $90,000 and $95,000 over the next couple of weeks, spot trading activity between the two major exchanges may need more collective direction.This article does not contain investment advice or recommendations. Every investment and trading move involves risk, and readers should conduct their own research when making a decision.",https://cointelegraph.com/news/will-bitcoin-price-reclaim-95k-before-end-march?utm_source=rss_feed&utm_medium=rss%3Ft%3D1741866449189&utm_campaign=rss_partner_inbound
